step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
19,PAYMENT,4157.74,C1559575519,0,0,M420982238,0,0,0,0
42,PAYMENT,9850.66,C1997541958,1295,0,M966818302,0,0,0,0
16,CASH_OUT,317726.47,C2003358249,0,0,C2107395093,625866.52,943592.99,0,0
15,PAYMENT,9920.18,C1571881960,31036,21115.82,M536401747,0,0,0,0
40,TRANSFER,320966.83,C344718907,714,0,C911422291,1872260.63,2193227.45,0,0
10,DEBIT,2730.52,C663445104,14854,12123.48,C1725571079,329659.3,332389.81,0,0
20,CASH_OUT,60951.2,C792312360,17590,0,C320988228,652465.08,713416.28,0,0
38,CASH_OUT,124852.09,C466874782,0,0,C271065707,545312.69,670164.79,0,0
21,PAYMENT,5579.27,C722562681,0,0,M385100945,0,0,0,0
43,CASH_OUT,91202.69,C156157601,25866.76,0,C456920797,1960405.95,2057048.01,0,0
14,CASH_IN,85136.48,C1001275566,1801797.79,1886934.26,C1480326885,583169.41,498032.94,0,0
18,CASH_OUT,118672.17,C1271940147,43468,0,C655049243,27093.35,145765.52,0,0
11,CASH_OUT,26075.79,C471129703,0,0,C39174028,710234.86,1537615.26,0,0
40,PAYMENT,3189.37,C754240586,0,0,M660338764,0,0,0,0
35,PAYMENT,2568.07,C404422762,0,0,M1033729856,0,0,0,0
9,CASH_IN,5560.47,C405093462,295096,300656.47,C644335955,0,150552.98,0,0
41,PAYMENT,1821.78,C1135936368,0,0,M616517673,0,0,0,0
34,PAYMENT,3116,C2087922114,182528,179412,M17145049,0,0,0,0
15,CASH_OUT,75979.23,C1187066631,0,0,C946868658,135932.49,147817.09,0,0
14,CASH_IN,258697.72,C1705919718,6345,265042.72,C562004858,7480407.52,7424102.05,0,0
44,PAYMENT,7116.2,C895268732,53998.59,46882.39,M196717714,0,0,0,0
12,CASH_OUT,378238.88,C2110248571,1471,0,C1031024954,0,378238.88,0,0
36,CASH_IN,74654.82,C328960971,13853704.38,13928359.19,C2013666607,797266.09,722611.27,0,0
42,CASH_OUT,36396.6,C354956058,52062,15665.4,C631585394,476574.74,512971.34,0,0
48,PAYMENT,9390.14,C358986485,213024,203633.86,M1571882410,0,0,0,0
19,PAYMENT,8862.72,C1392389909,281179.13,272316.41,M476043179,0,0,0,0
15,CASH_OUT,207383.3,C937274666,22023,0,C2034160388,4003718.44,4211101.74,0,0
20,PAYMENT,4782.18,C244931012,0,0,M1306211963,0,0,0,0
16,PAYMENT,9614.26,C953920033,0,0,M309204182,0,0,0,0
35,CASH_OUT,243858.83,C851412429,55001,0,C2071689192,776450.59,1020309.41,0,0
41,CASH_OUT,205345.04,C221328745,0,0,C434499795,2934415.5,2984791.52,0,0
15,PAYMENT,6204.38,C913347122,0,0,M377102924,0,0,0,0
15,PAYMENT,11762.21,C403696420,0,0,M562946394,0,0,0,0
17,PAYMENT,2460.94,C2011270957,34925,32464.06,M112999201,0,0,0,0
37,CASH_OUT,212943.29,C1865246187,221412,8468.71,C1699157880,575778.42,788721.71,0,0
14,CASH_OUT,212998.32,C166400610,5564,0,C1592777184,0,212998.32,0,0
13,PAYMENT,9307.64,C1794182071,592023.61,582715.97,M1147509245,0,0,0,0
47,PAYMENT,12564.15,C1241594092,0,0,M818325882,0,0,0,0
45,PAYMENT,3819.65,C147201109,29432.27,25612.62,M2103644867,0,0,0,0
15,PAYMENT,5151.88,C982245589,92777.57,87625.69,M849330931,0,0,0,0
20,PAYMENT,11243.26,C126898773,0,0,M133570987,0,0,0,0
14,CASH_OUT,203101.72,C869568592,41275,0,C1863911216,0,193175.56,0,0
9,CASH_IN,203267.7,C1020498587,3524698.89,3727966.59,C1245472829,839457.24,755238.64,0,0
14,CASH_OUT,58508.88,C1405151006,63673.88,5165,C2144980559,150689,273233.04,0,0
12,PAYMENT,1251.3,C1513115790,21073,19821.7,M842106408,0,0,0,0
23,PAYMENT,10795.22,C69710752,52121,41325.78,M143229500,0,0,0,0
13,CASH_OUT,35109.75,C881930762,50,0,C48842182,130,0,0,0
42,TRANSFER,204663.32,C917768025,0,0,C1918267415,673750.33,878413.65,0,0
10,PAYMENT,29606.96,C1681066331,13321,0,M358460321,0,0,0,0
33,PAYMENT,2807.63,C270430733,12145,9337.37,M135941159,0,0,0,0
33,PAYMENT,738.66,C2114803589,202303,201564.34,M89780415,0,0,0,0
13,PAYMENT,4065.38,C2108594532,215912.23,211846.85,M2109509860,0,0,0,0
38,PAYMENT,5190.74,C342811736,0,0,M1235955217,0,0,0,0
36,CASH_OUT,13404.25,C1046065643,0,0,C1309136529,2354955.95,2368360.19,0,0
40,PAYMENT,7716.03,C1003510585,79974,72257.97,M219249979,0,0,0,0
38,CASH_OUT,202610.93,C196979306,0,0,C1881676885,947012.91,1149623.84,0,0
46,PAYMENT,10099.36,C1116507148,0,0,M1587327075,0,0,0,0
46,CASH_IN,254421.97,C733016651,124632,379053.97,C1897038190,0,0,0,0
13,PAYMENT,1431.95,C1595027493,51348,49916.05,M1070251387,0,0,0,0
36,CASH_OUT,179056.44,C1339104268,267,0,C805848005,334461.58,513518.02,0,0
40,CASH_OUT,75916.55,C1415771225,54656,0,C567089592,1406647.68,1526209.09,0,0
20,CASH_OUT,197128.37,C1494730708,310481.42,113353.06,C201194572,1426022.21,1623150.58,0,0
7,PAYMENT,6565.71,C1868569824,293,0,M1858570667,0,0,0,0
33,CASH_OUT,254568.19,C838281565,0,0,C1003435655,1605704.4,1860272.6,0,0
22,CASH_OUT,219767.14,C1691541751,0,0,C693075274,605286.57,825053.71,0,0
18,CASH_OUT,137811.52,C1072441954,13718,0,C426658125,0,137811.52,0,0
16,CASH_OUT,97717.16,C484113814,29173,0,C1154607874,1314680.4,1637068.83,0,0
12,CASH_OUT,132694.52,C171285789,47238,0,C174746976,0,132694.52,0,0
8,CASH_OUT,96414.15,C1017648023,0,0,C2030816292,113136.94,0,0,0
34,CASH_IN,206428.22,C470775216,2949484.79,3155913.01,C1488020833,1333821.92,1127393.7,0,0
9,CASH_OUT,4009.57,C244597213,0,0,C1881151365,526043.3,1448657.31,0,0
45,TRANSFER,137340.96,C961741585,6401,0,C248030912,0,137340.96,0,0
16,CASH_OUT,106713.83,C1832126462,0,0,C1566508054,1231120.21,1337834.04,0,0
22,CASH_OUT,377083.51,C65985881,110989.04,0,C1314961752,3611149.79,3988233.3,0,0
34,CASH_IN,531969.82,C1577176212,39068,571037.82,C1626305097,194108.84,0,0,0
44,CASH_OUT,155365.79,C213268022,0,0,C605992258,5424346.54,5579712.33,0,0
34,PAYMENT,4285.78,C715011134,0,0,M2022582104,0,0,0,0
33,PAYMENT,1990.63,C109896911,0,0,M1427437117,0,0,0,0
12,CASH_OUT,273721.01,C1246135609,1215,0,C774545146,0,273721.01,0,0
43,PAYMENT,2214.7,C1710390379,27821.15,25606.45,M1599975398,0,0,0,0
18,CASH_OUT,325516.24,C1619197647,0,0,C1348246868,368888.23,908173.88,0,0
18,PAYMENT,14958.07,C636417728,0,0,M773472181,0,0,0,0
18,CASH_OUT,245448.19,C1977199770,0,0,C1196694338,8241996.79,8487444.98,0,0
40,TRANSFER,886639.46,C1720960391,50299,0,C1780803292,134105.36,1020744.82,0,0
19,CASH_IN,298450.87,C1983803802,22103074.69,22401525.55,C449383567,2495743.28,2639104.6,0,0
13,PAYMENT,10464.67,C1185608208,90247.04,79782.37,M1714231976,0,0,0,0
8,PAYMENT,8455.69,C1510669807,71531,63075.31,M1569448035,0,0,0,0
22,PAYMENT,2804.86,C957692993,0,0,M1314839250,0,0,0,0
40,CASH_OUT,29958.02,C110086982,29949,0,C820234826,704721.59,734679.61,0,0
13,CASH_OUT,97818.47,C1684279179,30612,0,C488766810,3183785.79,3183512.04,0,0
40,CASH_IN,59074.19,C1715314553,259266.47,318340.66,C143580560,3638626.92,3579552.72,0,0
13,CASH_IN,214762.26,C1047662863,60146,274908.26,C942769706,466893.32,252131.06,0,0
43,CASH_OUT,160716.84,C1602384970,11245,0,C557849665,0,160716.84,0,0
23,CASH_OUT,286264.58,C1897158963,0,0,C2060089914,1019549.81,1305814.39,0,0
37,CASH_OUT,218643.66,C1529091318,0,0,C1796009777,3935330.97,4153974.64,0,0
94,PAYMENT,6301.19,C520610167,0,0,M1264927557,0,0,0,0
42,PAYMENT,1713.86,C487475839,15317,13603.14,M2125177851,0,0,0,0
40,CASH_OUT,244950.24,C1634232485,48761,0,C1764330736,102769.16,347719.4,0,0
13,PAYMENT,6383.17,C630233068,271974.03,265590.87,M375883737,0,0,0,0
37,CASH_OUT,155833.09,C1449427942,43502,0,C430848279,556365.73,1092691.1,0,0
11,PAYMENT,3479.61,C1097757655,10513,7033.39,M367587122,0,0,0,0
18,TRANSFER,210436.7,C916629244,0,0,C1457282196,764172.92,974609.61,0,0
41,CASH_OUT,40874.42,C1530576762,20354,0,C616998001,2642360.57,2683234.99,0,0
45,PAYMENT,8798.43,C2062374916,0,0,M1479569764,0,0,0,0
33,CASH_IN,78958.27,C1733034486,2419570.97,2498529.23,C219673488,407701.67,167840.45,0,0
1,CASH_IN,111655.85,C1045985568,4022025.93,4133681.78,C1831477404,565797.08,247063.16,0,0
17,CASH_IN,161825.17,C721025286,87857,249682.17,C400265383,0,0,0,0
42,CASH_OUT,280049.24,C1837779503,834,0,C1796514277,650519.8,930569.04,0,0
19,TRANSFER,868061.51,C46834609,415059,0,C1021490808,0,868061.51,0,0
33,CASH_OUT,42660.55,C1332712520,0,0,C1646040758,111731.42,154391.97,0,0
39,TRANSFER,89967.85,C1456791298,0,0,C1174969295,121556.3,418518.5,0,0
11,CASH_OUT,159873.6,C1749895118,0,0,C2006025478,734345.43,589334.61,0,0
44,PAYMENT,6593.13,C166622256,0,0,M374481810,0,0,0,0
10,PAYMENT,30662.92,C580710307,0,0,M920950516,0,0,0,0
11,CASH_IN,3237.34,C1161489194,4025,7262.34,C1373130111,204042.72,200805.38,0,0
19,CASH_OUT,68428.59,C1767853431,0,0,C1954970600,91834.51,284548.95,0,0
94,TRANSFER,263147.05,C1605593881,99087,0,C1916096583,1134660.69,1397807.74,0,0
40,CASH_OUT,403224.39,C1523329631,56537,0,C1852892692,1423130.09,2142050.61,0,0
15,CASH_IN,48875.03,C196269388,3747816.18,3796691.21,C915142417,343574.16,294699.13,0,0
10,TRANSFER,845561.8,C1433263944,50367,0,C773216199,703347.12,1548908.93,0,0
19,PAYMENT,13007.24,C147157403,0,0,M1826011653,0,0,0,0
20,CASH_IN,129772.01,C313153733,798782.34,928554.35,C1021607099,720995.72,591223.71,0,0
41,CASH_OUT,210024.21,C1034034839,0,0,C1575668470,1724311.79,1934336,0,0
40,PAYMENT,17214.13,C662128267,40439,23224.87,M666931074,0,0,0,0
45,CASH_OUT,40265.53,C1628328562,0,0,C554477119,2670167.71,2710433.24,0,0
15,CASH_OUT,358444.61,C869548978,0,0,C753265257,479869.09,1034160.32,0,0
9,CASH_OUT,109386.52,C1586648198,526932.71,417546.18,C1773193745,205759,205753.27,0,0
40,CASH_IN,73794.73,C939429913,656364.23,730158.96,C137807680,337235.06,263440.33,0,0
37,CASH_IN,131984,C749758355,8059566.78,8191550.79,C939755147,150064.18,18080.18,0,0
10,PAYMENT,2486.6,C934563140,8533,6046.4,M791902401,0,0,0,0
41,CASH_OUT,7127.87,C166271563,0,0,C896379216,439471.41,446599.28,0,0
34,CASH_OUT,313780.89,C18574808,0,0,C715838396,404145.23,1060698.32,0,0
23,PAYMENT,7339.56,C1360460652,36066.33,28726.77,M862577446,0,0,0,0
11,CASH_OUT,225768.49,C1808812616,0,0,C2130535908,325187.53,108190.83,0,0
41,CASH_IN,30912.73,C484202273,5238315.56,5269228.3,C857531133,2111628.84,2080716.1,0,0
19,TRANSFER,73217.74,C1767546767,0,0,C1977528575,1929863.59,1848268.79,0,0
40,CASH_OUT,18796.93,C1492914604,22680,3883.07,C1256696710,283468.09,302265.02,0,0
8,CASH_OUT,108483.62,C263153068,0,0,C391734039,176733.84,1058251.57,0,0
9,CASH_IN,101388.34,C1445752682,5866011.44,5967399.79,C496326379,690446.44,860537.24,0,0
18,CASH_OUT,128022.85,C1754611662,0,0,C1172716014,964326.2,1092349.05,0,0
9,CASH_OUT,243868.08,C723767020,43395,0,C1909597726,348591.81,1001249.75,0,0
10,PAYMENT,31932.07,C1935371609,7474,0,M661399095,0,0,0,0
15,CASH_IN,96938.63,C1999839558,26414934.38,26511873.01,C380047492,197156.3,100217.67,0,0
12,PAYMENT,14568.35,C1407908730,3962,0,M1096398753,0,0,0,0
20,CASH_OUT,30051,C1371020775,0,0,C1232579010,94149.29,124200.29,0,0
15,PAYMENT,6941.05,C619939255,0,0,M487607343,0,0,0,0
41,CASH_IN,306726.64,C1954937860,106711,413437.64,C1164729910,449592.05,142865.41,0,0
16,CASH_OUT,166865.86,C1218680276,0,0,C1903867630,225072.91,0,0,0
15,TRANSFER,8121.49,C1604841259,0,0,C1070392489,694893.11,703014.6,0,0
36,CASH_IN,70428.35,C1166398900,9908116.15,9978544.51,C1508330669,3984324.64,3913896.29,0,0
36,CASH_OUT,105328.57,C1073816673,5080,0,C883802318,159793.96,265122.53,0,0
36,PAYMENT,37416.01,C650165740,0,0,M1790305652,0,0,0,0
15,PAYMENT,5395.34,C150553054,340212.18,334816.84,M136646566,0,0,0,0
20,TRANSFER,108853.67,C1466703939,32519,0,C1238021174,0,108853.67,0,0
45,CASH_OUT,46853.28,C1147001080,0,0,C375150366,256120.03,387691.61,0,0
43,CASH_IN,103005.99,C1363030472,438088.25,541094.24,C1411677664,1086335.49,983329.5,0,0
12,CASH_OUT,49150.64,C1381840069,0,0,C573049539,204471,104961.97,0,0
18,PAYMENT,778.79,C790915137,41286.66,40507.87,M1298420793,0,0,0,0
20,PAYMENT,13889.22,C1966206776,5089,0,M2069086430,0,0,0,0
8,TRANSFER,170356.26,C1543382427,29992,0,C1697593996,171361.39,177687.33,0,0
18,CASH_IN,329479.97,C1982355660,206942,536421.97,C1610051373,69172,222768.45,0,0
40,PAYMENT,11867.75,C582685606,16563,4695.25,M1112822201,0,0,0,0
13,CASH_OUT,27639.34,C1203885915,0,0,C1938539570,1856051.83,1883691.17,0,0
12,CASH_IN,107314.59,C615064444,5954031.69,6061346.27,C1982422889,677184.05,386497.32,0,0
10,PAYMENT,9125.42,C1967338850,41661.35,32535.93,M2087718483,0,0,0,0
12,CASH_OUT,73847.32,C1021722436,0,0,C1982678325,299722.29,373569.61,0,0
43,CASH_IN,109027.85,C1819677366,413476.85,522504.69,C1392410064,1216978.68,1107950.83,0,0
39,CASH_IN,290760.85,C1686107493,3636763.89,3927524.75,C647065161,297211.87,6451.01,0,0
18,CASH_OUT,251927.83,C1631144726,36518,0,C317983984,2328696.84,2580624.67,0,0
36,PAYMENT,9370.95,C1400232817,0,0,M637174583,0,0,0,0
12,PAYMENT,32654.03,C572822239,292309.4,259655.38,M767127034,0,0,0,0
95,PAYMENT,13947.65,C1807850553,37547.81,23600.16,M1718462624,0,0,0,0
44,CASH_OUT,99066.91,C1238019369,34640,0,C1456886847,0,99066.91,0,0
10,CASH_OUT,39698.66,C1792454120,25420.26,0,C1372520401,3236052.02,3275750.68,0,0
45,CASH_OUT,97328.07,C1689898066,100389,3060.93,C1005988960,2526554.91,2623882.98,0,0
35,PAYMENT,4466.64,C629636667,0,0,M1621099654,0,0,0,0
39,PAYMENT,10882.7,C1382430512,30895,20012.3,M1838191998,0,0,0,0
12,PAYMENT,10381.67,C295784022,505439,495057.33,M1296090764,0,0,0,0
16,PAYMENT,12847.04,C80241391,240061.37,227214.33,M878237204,0,0,0,0
15,CASH_IN,75301.07,C849863306,651416.49,726717.56,C630912115,2636728.2,2561427.13,0,0
15,CASH_IN,103564.46,C66194986,1448191.7,1551756.16,C1431689012,627682.49,524118.03,0,0
19,CASH_IN,168231.04,C678387454,21256,189487.04,C250174919,71714.93,0,0,0
20,TRANSFER,782865.18,C42969753,51972.17,0,C1268062244,1311764.68,2094629.85,0,0
34,CASH_IN,55486.92,C693745575,2549305.82,2604792.75,C960344185,2114757.24,2059270.32,0,0
9,CASH_OUT,342695.41,C254257341,0,0,C1552605489,385382.78,985682.22,0,0
18,CASH_OUT,26629.5,C652243045,51738,25108.5,C434602041,2173,0,0,0
11,TRANSFER,117100.74,C1706285034,0,0,C1567038734,3136102.06,3411508.31,0,0
17,PAYMENT,1572.29,C1366460226,0,0,M541581498,0,0,0,0
95,PAYMENT,8703.95,C793445334,900,0,M1532384717,0,0,0,0
41,PAYMENT,8390.15,C1714637457,297535.36,289145.22,M2105691323,0,0,0,0
35,CASH_OUT,205135.85,C1974336321,288035.44,82899.59,C1813922009,1982860.93,2187996.78,0,0
47,PAYMENT,24.07,C466908528,8021,7996.93,M118522910,0,0,0,0
17,CASH_OUT,29273.82,C1879371238,73312,44038.18,C1321644185,8249.79,262442.81,0,0
12,PAYMENT,2191.75,C989008872,9084,6892.25,M417003373,0,0,0,0
20,CASH_OUT,136284.54,C1865761557,0,0,C248939302,1278512.86,1565402.39,0,0
21,CASH_OUT,213674.16,C665369140,189,0,C2089624516,0,213674.16,0,0
34,TRANSFER,2257232.55,C757373257,150,0,C1759439808,883026.17,3140258.71,0,0
36,CASH_OUT,201593.18,C1096851681,0,0,C524414189,220489.48,422082.66,0,0
43,CASH_OUT,81015.66,C1552809860,11510,0,C1140936910,1695749.18,1776764.84,0,0
35,TRANSFER,284792.18,C1414329551,0,0,C941030313,806096.56,1214709.62,0,0
37,CASH_IN,262395.05,C1668668449,9116479.22,9378874.27,C1904558119,646765.56,384370.51,0,0
34,TRANSFER,248251.25,C1009176309,0,0,C2012407230,462217.21,710468.46,0,0
19,PAYMENT,3682.37,C1580392755,224788.75,221106.38,M2065381256,0,0,0,0
37,TRANSFER,1065589.63,C445793362,287,0,C458864265,5183820.23,6337446.78,0,0
9,CASH_OUT,162094.18,C204674178,0,0,C1636526944,1015528.78,2383700.61,0,0
36,CASH_IN,119215.85,C851439546,8407827.14,8527042.98,C850704287,343048.8,223832.95,0,0
18,CASH_IN,163242.64,C949563358,20889363.18,21052605.82,C971856077,524137.41,360894.77,0,0
38,PAYMENT,3872.58,C1761986058,0,0,M483030856,0,0,0,0
18,CASH_IN,185463.63,C1544047976,6008,191471.63,C587735955,0,0,0,0
19,CASH_OUT,339138.94,C1230433595,25731,0,C770763229,0,339138.94,0,0
42,PAYMENT,7765.73,C1865588257,174748.32,166982.58,M567277853,0,0,0,0
23,PAYMENT,20494.91,C660447858,11476.42,0,M1732883,0,0,0,0
16,PAYMENT,6502.3,C1121127552,76060,69557.7,M1185966652,0,0,0,0
14,CASH_OUT,148082.32,C1449831573,0,0,C1647629301,548680.76,0,0,0
14,PAYMENT,16586.78,C1108632094,22866.89,6280.12,M1649357584,0,0,0,0
38,TRANSFER,472688.36,C2088179458,213,0,C762846891,0,472688.36,0,0
17,CASH_IN,59148.69,C43147842,4226222.05,4285370.74,C985153050,1428090.32,1368941.63,0,0
13,TRANSFER,901079.16,C617164115,0,0,C1148052483,3154486.03,4055565.18,0,0
40,TRANSFER,679326.7,C1572365689,6811,0,C1511217786,0,679326.7,0,0
36,TRANSFER,1447973.33,C1669720624,50135,0,C1137517092,325716.4,3100341.03,0,0
44,PAYMENT,12902.99,C1242710394,127720.51,114817.52,M686831569,0,0,0,0
34,CASH_IN,95792.94,C219065377,1326,97118.94,C1339208728,72730.43,0,0,0
14,CASH_IN,166107.04,C1481459339,5323967.35,5490074.39,C900425684,10405025.3,10238918.26,0,0
8,CASH_OUT,324688.15,C990326472,4448,0,C92373025,4181,328869.15,0,0
11,PAYMENT,11593.29,C2084289292,2947.69,0,M191592416,0,0,0,0
13,PAYMENT,4598.04,C1074766346,0,0,M1463580195,0,0,0,0
46,PAYMENT,21357.79,C722444722,71382.87,50025.08,M2049533535,0,0,0,0
33,CASH_OUT,227435.96,C1543793017,72202,0,C643128612,0,227435.96,0,0
36,PAYMENT,748.38,C1125138240,0,0,M159958180,0,0,0,0
33,PAYMENT,12349.47,C356513429,231072.82,218723.35,M921545209,0,0,0,0
38,CASH_OUT,53394.54,C1012392156,0,0,C658793837,58440,0,0,0
33,TRANSFER,377601,C347668839,0,0,C2038994826,3160450.57,3538051.57,0,0
37,PAYMENT,776.77,C18056274,41403.4,40626.64,M594848472,0,0,0,0
16,CASH_OUT,416840.57,C283511125,33742.41,0,C1223073306,1559507.92,2403040.2,0,0
34,PAYMENT,12485.08,C1732101482,0,0,M106752792,0,0,0,0
38,CASH_OUT,16282.66,C864300364,8726,0,C1825048405,0,16282.66,0,0
20,CASH_IN,48262.06,C1903959014,2669994.99,2718257.06,C238357742,330798.42,282536.36,0,0
16,PAYMENT,2560.44,C1167100336,41449.86,38889.42,M1037676673,0,0,0,0
43,CASH_OUT,103932.15,C1087028285,0,0,C554846190,1417317.89,1521250.04,0,0
16,CASH_OUT,62561.98,C1422377538,0,0,C275121476,144432.23,206994.21,0,0
12,PAYMENT,10910.86,C2137052069,20799,9888.14,M391966364,0,0,0,0
8,PAYMENT,21570.38,C235252129,139230,117659.62,M1248881655,0,0,0,0
19,CASH_IN,166208.21,C1642522092,14906,181114.21,C1667756258,519617,141018.58,0,0
11,TRANSFER,126002.34,C1336916653,6079,0,C1304776965,1092615.06,1218617.39,0,0
33,PAYMENT,17962.65,C616269477,881,0,M1802447970,0,0,0,0
48,PAYMENT,10110.78,C1568079973,448,0,M89394207,0,0,0,0
7,CASH_OUT,362017.51,C340425429,0,0,C70895366,456005.93,1396863.34,0,0
34,CASH_OUT,53043.92,C428398088,0,0,C420141729,2006921.57,2189864.53,0,0
37,CASH_OUT,226871.82,C419853213,0,0,C959160265,11934244.65,12870576.27,0,0
45,CASH_IN,170930.29,C1369707896,3061668.02,3232598.31,C444725443,858005.14,687074.85,0,0
38,CASH_IN,13517.45,C1845041885,1121333.58,1134851.03,C1894895230,22986.94,9469.5,0,0
34,CASH_IN,270773.06,C1545130700,6520,277293.06,C449578110,98020.89,0,0,0
41,CASH_IN,259751.22,C1352887657,751220.25,1010971.47,C1430984227,3847609.7,3587858.48,0,0
38,PAYMENT,2616.23,C1514605730,357351,354734.77,M160964107,0,0,0,0
34,CASH_OUT,192343.98,C907953112,0,0,C1165155051,7529116.11,7721460.09,0,0
9,CASH_OUT,203817.25,C453825554,38079.33,0,C1474120649,4247547.65,6060320.66,0,0
36,TRANSFER,566801.83,C1297032368,0,0,C1320699422,2747053.95,3313855.78,0,0
19,CASH_IN,163860.91,C1139010066,452642.29,616503.2,C1596780673,329635.1,165774.19,0,0
42,CASH_OUT,192845.03,C2116309215,11908,0,C16862054,1813418.95,1945150.01,0,0
36,CASH_IN,367403.39,C166922304,1156392.74,1523796.12,C793407646,11237890.62,10870487.24,0,0
23,PAYMENT,2455.86,C1273696050,0,0,M1705254057,0,0,0,0
41,PAYMENT,6075.57,C1820029918,0,0,M1032906862,0,0,0,0
15,CASH_OUT,56229.2,C744168002,0,0,C598805057,2300983.3,2357212.51,0,0
41,CASH_OUT,105945.86,C2129486580,0,0,C1971623290,1648984.8,1754930.65,0,0
39,CASH_IN,187669.13,C1417893918,0,187669.13,C1337805073,380777.59,193108.46,0,0
20,CASH_OUT,29454.8,C648431190,0,0,C475455617,1085095.99,1166607.57,0,0
47,PAYMENT,7368.52,C1378946879,0,0,M1285725806,0,0,0,0
38,CASH_OUT,83290.4,C1977406370,84064,773.6,C1407790151,228138.3,311428.7,0,0
11,CASH_IN,67958.45,C1429307813,2498032.37,2565990.82,C1921483039,3513023.05,3837921.97,0,0
34,PAYMENT,5057.7,C1705302771,38950,33892.3,M1735328223,0,0,0,0
16,CASH_OUT,209164.96,C972499438,23694,0,C1508400096,9389,218553.96,0,0
16,CASH_OUT,276792.49,C169880865,0,0,C1747711503,640900.53,917693.02,0,0
18,CASH_OUT,6898.17,C1808399687,80522,73623.83,C1059140616,20983,51328.72,0,0
48,CASH_IN,77591.88,C1517223232,41028,118619.88,C465571091,0,0,0,0
11,PAYMENT,10977.7,C1634496178,154278.52,143300.82,M1889760767,0,0,0,0
15,CASH_IN,13763.8,C735431422,9784905.83,9798669.64,C1232058643,940013.87,999563.81,0,0
19,CASH_OUT,392112.33,C1054860622,520240,128127.67,C1483814383,0,553881.11,0,0
9,CASH_OUT,5086.35,C1550543572,32503,27416.65,C239562427,11248,627434.62,0,0
14,CASH_OUT,464352.65,C2110910337,0,0,C753926456,9986924.27,10605751.56,0,0
45,TRANSFER,250011.66,C1164717967,0,0,C1915503969,650489.46,900501.12,0,0
9,CASH_IN,380394.43,C1554569527,103989.38,484383.81,C892981061,306384.17,0,0,0
40,CASH_OUT,392678.34,C1016898987,0,0,C582320549,4189930.57,4582608.91,0,0
36,CASH_OUT,45087.49,C234649554,36744,0,C208768095,0,45087.49,0,0
17,PAYMENT,47802.4,C2046974659,199848,152045.6,M467694157,0,0,0,0
35,CASH_OUT,347178.6,C1793530380,428839.85,81661.25,C363330984,1017611.95,1364790.55,0,0
44,CASH_IN,124051.79,C131549216,17245,141296.79,C2114463303,0,0,0,0
22,PAYMENT,4840.84,C670897365,100801,95960.16,M147464798,0,0,0,0
11,CASH_OUT,91932.71,C390727638,0,0,C649654781,817143.07,909075.78,0,0
14,PAYMENT,8527.79,C2113124766,1389224.65,1380696.87,M2068414875,0,0,0,0
36,CASH_OUT,108808,C259947289,0,0,C1306044543,2252133.76,2360941.76,0,0
94,PAYMENT,12628.33,C1221618277,255881,243252.67,M2047418858,0,0,0,0
36,CASH_OUT,180680.91,C924233797,0,0,C1919269232,2132558.5,2313239.41,0,0
44,CASH_IN,168116.05,C1288177594,17696154.97,17864271.02,C192313244,203282.8,35166.75,0,0
42,CASH_IN,37627.47,C2089540312,328441.18,366068.65,C1863096176,849582.84,609567.98,0,0
34,CASH_OUT,144398.46,C1292523363,65607.05,0,C1700646084,3059896.2,3548509.13,0,0
14,PAYMENT,7605.06,C310212186,51164,43558.94,M610974206,0,0,0,0
18,CASH_IN,71611.2,C1915273950,67727.89,139339.09,C1707227464,196515.14,124903.94,0,0
94,TRANSFER,4846.38,C2045131350,51408,46561.62,C1027002151,0,4846.38,0,0
46,PAYMENT,1521.55,C89863659,14203,12681.45,M1327417534,0,0,0,0
17,CASH_IN,267420.64,C1951334317,42497,309917.64,C900089647,35533.08,0,0,0
8,PAYMENT,10654.08,C1192089252,43106,32451.92,M830420755,0,0,0,0
36,CASH_OUT,226164.27,C2020810640,383,0,C1409402536,55818.08,659218.4,0,0
19,TRANSFER,915754.98,C2117252395,93958,0,C508814145,3902142.47,5207572.17,0,0
9,CASH_OUT,84260.69,C1512450274,0,0,C769696711,2334806.62,2220594.51,0,0
40,CASH_OUT,282504.18,C1249853542,0,0,C2004108026,996933.81,1279438,0,0
16,CASH_OUT,55056.79,C228559498,0,0,C784141603,4257468.17,4486257.27,0,0
12,CASH_OUT,64408.56,C375047875,0,0,C140572150,1400044.17,1716214.85,0,0
41,CASH_OUT,59817.82,C1960230212,59698,0,C1261294452,1620280.61,1680098.44,0,0
38,CASH_OUT,360039.77,C61494875,0,0,C1541249299,1899791.74,2259831.52,0,0
14,CASH_OUT,67569.06,C217149534,62961,0,C1876973738,229963.84,755449.86,0,0
1,CASH_IN,90380.34,C1270383967,4354377.1,4444757.44,C1060830840,221127.9,130747.56,0,0
40,CASH_OUT,104781.9,C240685061,0,0,C986333911,1792339.95,1897121.85,0,0
33,CASH_OUT,177212.06,C2012770855,1092,0,C1645930090,111982.16,289194.22,0,0
44,PAYMENT,6721.74,C749235591,50229,43507.26,M463627377,0,0,0,0
21,PAYMENT,1374.21,C1418511135,0,0,M125843835,0,0,0,0
43,PAYMENT,3624.22,C984109699,82181.45,78557.22,M873633999,0,0,0,0
